entity:ID,name,:LABEL
en1719,Q57992,s
en1720,Q58575,s
en1721,Q594936,s
en1722,Q60024,s
en1723,Q61300,s
en1724,Q61697,s
en1725,Q61721,s
en1726,Q61735,s
en1727,Q61749,s
en1728,Q6176064,s
en1729,Q61774,s
en1730,Q6694,s
en1731,Q6722,s
en1732,Q680,s
en1733,Q686218,s
en1734,Q693204,s
en1735,Q6958910,s
en1736,Q6963397,s
en1737,Q699541,s
en1738,Q704696,s
en1739,Q7085,s
en1740,Q71031,s
en1741,Q711452,s
en1742,Q72194,s
en1743,Q726736,s
en1744,Q728463,s
en1745,Q7324,s
en1746,Q742464,s
en1747,Q7487,s
en1748,Q749557,s
en1749,Q76360,s
en1750,Q76432,s
en1751,Q76641,s
en1752,Q76707,s
en1753,Q76745,s
en1754,Q76784,s
en1755,Q76951,s
en1756,Q775400,s
en1757,Q78480,s
en1758,Q80884,s
en1759,Q81218,s
en1760,Q817749,s
en1761,Q83297,s
en1762,Q83333,s
en1763,Q8750,s
en1764,Q8962,s
en1765,Q902340,s
en1766,Q903246,s
en1767,Q909884,s
en1768,Q909899,s
en1769,Q9123,s
en1770,Q928236,s
en1771,Q934747,s
en1772,Q935307,s
en1773,Q937,s
en1774,Q940986,s
en1775,Q944275,s
en1776,Q965945,s
en1777,Q977036,s
en1778,Q999118,s
en1779,"what grant did joseph lister, 1st noble of lister win",q
en1780,Q1074124,s
en1781,Q3586876,s
en1782,which electoral district edmund barton was eletected by when holding a position as the member of the australian house of representatives,q
en1783,Q209896,s
en1784,Q624463,s
en1785,what is award received of park geun-hye and point in time,q
en1786,Q20058778,s
en1787,what office was formerly held by barrack obama and is now held by an arkansas senator,q
en1788,Q379122,s
en1789,which government of cape town head started 05-12-2009,q
en1790,who is india's first woman chief minister,q
en1791,"what is first described of sombrero galaxy , that has member of is accademia nazionale delle scienze detta dei xl",q
en1792,Q310549,s
en1793,what works did johann sebastian bach compose in 1749,q
en1794,Q524,s
en1795,what date did vesuvius first erupt,q
en1796,Q746633,s
en1797,"what is honours of vesto slipher , that has 1st place medalist is joel stebbins",q
en1798,Q1022,s
en1799,"what is the twinned administrative body of strasbourg, which started in 1 jan 1962",q
en1800,what sports team member of bernard thévenet that is end time is 1979 - 0 - 0,q
en1801,Q4205492,s
en1802,what is position held of lin biao that is start time is 1959-5-25,q
en1803,Q255032,s
en1804,Q2576795,s
en1805,what is award received of orson scott card that is point in time is 1987-0-0,q
en1806,Q1851710,s
en1807,tell me first principle whose name has the word structure in it.,q
en1808,Q16954,s
en1809,Q17009,s
en1810,what is shares border with of pays de la loire that is end time is 2015-12-31,q
en1811,Q1384,s
en1812,Q1904,s
en1813,where did the upper canada rebellion take place that now houses the seneca indians,q
en1814,Q3326922,s
en1815,what is award received of vicente aleixandre that is point in time is 1969-0-0,q
en1816,Q2693,s
en1817,who won the the uefa cup in 1999,q
en1818,Q1121549,s
en1819,what year did dwight howard won the slam dunk contest,q
en1820,Q89390,s
en1821,who first described ferrocerium and was taught by adolf lieben,q
en1822,for what reason d.t. suzuku was in nomination in the year 1963,q
en1823,Q1319979,s
en1824,when did the artist who had a concert tour called classic tour win the x-factor,q
en1825,Q172203,s
en1826,Q1875299,s
en1827,Q257141,s
en1828,Q266309,s
en1829,Q456900,s
en1830,Q457111,s
en1831,Q648617,s
en1832,Q739327,s
en1833,who is the child of louis ix of france and when did the child pass on,q
en1834,Q3407316,s
en1835,who is greece's leader now,q
en1836,Q11256,s
en1837,who came to power in cuba in 1959,q
en1838,Q2741536,s
en1839,Q7460514,s
en1840,what was the position held by john major and when did it end,q
en1841,Q310847,s
en1842,who became the first chief justice for the us in 1789,q
en1843,Q153136,s
en1844,what transylvanian country ended in 1804,q
en1845,Q46809,s
en1846,who was the president in year 2009 of the country that has national anthem la bayamesa,q
en1847,which computer system was put out on 09/20/2008,q
en1848,Q4590500,s
en1849,when did the sports team owned by leslie alexander win the championship,q
en1850,Q1453643,s
en1851,what award did carrie underwood receive in 2007,q
en1852,what was a 2009 espy award nominee and also a falcons quaterback,q
en1853,Q944814,s
en1854,"when the subject of the movie ""caesar and cleopatra"" was stabbed, where was he",q
en1855,who was appointed as prime minister of japan in 2011 by naoto kan,q
en1856,Q297142,s
en1857,who did marilyn monroe divorce just before marrying arthur miller,q
en1858,Q102124,s
en1859,Q110154,s
en1860,Q1174721,s
en1861,Q1351259,s
en1862,Q1372210,s
en1863,Q1384822,s
en1864,Q138576,s
en1865,Q1396070,s
en1866,Q16296,s
en1867,Q16297,s
en1868,Q16345,s
en1869,Q188375,s
en1870,Q188492,s
en1871,Q202056,s
en1872,Q204586,s
en1873,Q215072,s
en1874,Q2252,s
en1875,Q229013,s
en1876,Q229211,s
en1877,Q229244,s
en1878,Q230335,s
en1879,Q232301,s
en1880,Q235132,s
en1881,Q236569,s
en1882,Q237194,s
en1883,Q237530,s
en1884,Q254038,s
en1885,Q2706308,s
en1886,Q272935,s
en1887,Q299282,s
en1888,Q3019260,s
en1889,Q310357,s
en1890,Q310493,s
en1891,Q313266,s
en1892,Q3193117,s
en1893,Q346595,s
en1894,Q351156,s
en1895,Q356541,s
en1896,Q374065,s
en1897,Q376176,s
en1898,Q377424,s
en1899,Q4029,s
en1900,Q44442,s
en1901,Q486740,s
en1902,Q508428,s
en1903,Q531624,s
en1904,Q537747,s
en1905,Q7181990,s
en1906,Q72867,s
en1907,Q76717,s
en1908,Q83325,s
en1909,Q847124,s
en1910,Q888178,s
en1911,what's part of the i second that emotion series dubbed,q
en1912,Q10390,s
en1913,who did president obama run against in 2008,q
en1914,Q1990978,s
en1915,who was the first drummer of the band nirvana,q
en1916,Q18057751,s
en1917,what is the second given name of j. d. salinger,q
en1918,Q212789,s
en1919,which dawkins book to read first,q
en1920,Q173,s
en1921,who won the 1992 national championship in college football,q
en1922,Q23685,s
en1923,who was the first former ffa member to be elected to us presidency,q
en1924,Q127856,s
en1925,what is the place of publication for full metal jacket has publication date as 1987-6-26,q
en1926,Q252,s
en1927,Q3967926,s
en1928,Q4200664,s
en1929,Q5972,s
en1930,name the sstadium of 2015 pro duta fc season,q
en1931,Q628102,s
en1932,what is position held of hammer deroburt that is end time is 1986-9-17,q
en1933,what is award received of kareem abdul-jabbar that is point in time is 1980-0-0,q
en1934,Q6233,s
en1935,which cycling teams were founded in 1984,q
en1936,Q661315,s
en1937,where does frida kahlo live in 1950,q
en1938,Q11817,s
en1939,who did john adams the president run against when he became president,q
en1940,Q743557,s
en1941,what is member of sports team of vicente del bosque that is end time is 1973-1-1,q
en1942,Q3590768,s
en1943,what is member of sports team of viv richards that is end time is 1977-0-0,q
en1944,Q676349,s
en1945,who is the exemplar of the second epistle to the corinthians,q
en1946,Q3927,s
en1947,what is twinned administrative body of ljubljana that is start time is 1997-1-1,q
en1948,Q2530,s
en1949,what is chairperson of social democratic party of germany that is end time is 2004-3-21,q
en1950,what is the first book written by philip pullman,q
en1951,Q4201984,s
en1952,who did wallis simpson marry in 1928,q
en1953,who is first governor of india,q
en1954,who was a democratic presidential candidate in 1952,q
en1955,who is the first president of republic of india,q
en1956,Q11806,s
en1957,"who was the president when the governmental body that had theodore roosevelt, jr. was established",q
en1958,Q636375,s
en1959,when did the team whose mascot is named homer win the world series,q
en1960,Q586140,s
en1961,what award was given to vittorio gassman in 1975,q
en1962,Q722616,s
en1963,when did mcgee first appear on the program featuring the ncis theme song,q
en1964,Q23333,s
en1965,who was the prime minister in australia between 1972 and 1975,q
en1966,Q41615,s
en1967,who preceded heraclius as the byzantine emperor,q
en1968,who is the proposer of the first amendment to the us constitution,q
en1969,Q3405093,s
en1970,what award did jane goodall receive in 2004,q
en1971,Q5429902,s
en1972,"among those racehorses bred by the breeder of mahubah, which one was born in 1905",q
en1973,Q126291,s
en1974,Q625210,s
en1975,what year did baltimore ravens win the superbowl,q
en1976,Q191954,s
en1977,Q683337,s
en1978,what is position held of félix faure that is replaced by is émile loubet,q
en1979,Q9089,s
en1980,what is the major religion in india today,q
en1981,Q15980784,s
en1982,"in 1946, what politcal party was getulio vargas part of",q
en1983,Q4973361,s
en1984,which album did a band called pain release in 2005,q
en1985,Q13405328,s
en1986,Q170590,s
en1987,Q2628013,s
en1988,in what year and at what event that ended earliest did the miami heat win the championship,q
en1989,Q329464,s
en1990,leonhard euler was a member of what in 1741,q
en1991,what was barbra streisand nominated for during her work in the way we were,q
en1992,Q3048662,s
en1993,"starting in 1910, who was the manager/director of the metropolitan museum of art",q
en1994,who is the current coach of the team who tom thibodeau is the head coach of,q
en1995,Q1207242,s
en1996,when was the world series won by the 2001 champions,q
en1997,Q213959,s
en1998,what team did johnny damon play for before he played for the yankees,q
en1999,Q2162600,s
en2000,what is willow smith's first song,q
en2001,where did the fictional character mr. wong and robin williams live in 2011,q
en2002,which nation allowed women to vote first,q
en2003,Q1073752,s
en2004,name the political party that imre nagy was a member of in 1948,q
en2005,Q3330103,s
en2006,which form of government did prussia have and japan has now,q
en2007,Q189290,s
en2008,Q40348,s
en2009,Q82955,s
en2010,what did richard nixon do for a living before he became president,q
en2011,who ran as the vice president for the president who spoke about education reform in 2012,q
en2012,Q14213,s
en2013,what position did james g. blaine hold when he was replaced by john w. foster,q
en2014,which team with a mascot named ragnar did hank baskett play for in 2010,q
en2015,who was the 16 president of us,q
en2016,Q194938,s
en2017,the first was established by the sixteenth amendment during taft's administration,q
en2018,Q128379,s
en2019,"who featured both as darth vader in the first movie and also authored "" voices and silences""",q
en2020,Q76,s
en2021,who was the first african american president,q
en2022,which leader of france in 2012 started his position most recently,q
en2023,Q64,s
en2024,what is was the capital of germany in 1914,q
en2025,Q1043527,s
en2026,Q376150,s
en2027,Q827525,s
en2028,which member of the federated states of micronesia joined on the 24th of june 1993,q
en2029,who takes after berengar 1 of italy as ruler of italy,q
en2030,what is the name of the atlanta falcons quaterback in 2012 who had 123 passing attempts,q
en2031,Q2036161,s
en2032,Q3072448,s
en2033,Q3072450,s
en2034,Q3072451,s
en2035,Q3072455,s
en2036,Q3072460,s
en2037,Q3072461,s
en2038,Q3072463,s
en2039,Q3072464,s
en2040,Q3072466,s
en2041,Q3072468,s
en2042,Q3072470,s
en2043,Q3072473,s
en2044,Q3072474,s
en2045,Q3072475,s
en2046,Q3072477,s
en2047,Q3072479,s
en2048,when did celtics win the championship,q
en2049,who was the king in shakespearean times,q
en2050,Q3241794,s
en2051,what award did mohamed elbaradei receive in the year 2008,q
en2052,Q463615,s
en2053,which film starring katherine shindle was released in 2005,q
en2054,Q937852,s
en2055,who was judy garlands first married to,q
en2056,Q215057,s
en2057,who was the head of government in texas in 2015-1-20,q
en2058,Q949035,s
en2059,what is member of sports team of ranjitsinhji that is start time is 1893-0-0,q
en2060,when did the sports team owned by edward p. roski most recently win the stanley cup,q
en2061,Q18994,s
en2062,who is the 1st actress to win back 2 back oscars,q
en2063,Q193638,s
en2064,where was hachiko when he died,q
en2065,Q102139,s
en2066,"who ruled denmark that held is governmental position from january 14, 1972",q
en2067,Q206112,s
en2068,Q528674,s
en2069,who composed the episode after which came butter's very own episode,q
en2070,Q236941,s
en2071,who is the current governor of arizona in 2010,q
en2072,Q104859,s
en2073,Q1615,s
en2074,who where first people to land on moon,q
en2075,which team that appeared in the 2010 nba finals has who as its owner,q
en2076,Q292044,s
en2077,what is award received of frank capra that is point in time is 1982-0-0,q
en2078,Q41502,s
en2079,who was poland's fist winner of the nobel prize in literature,q
en2080,Q189388,s
en2081,Q79838,s
en2082,what is the musical instrument used in the painting of her majesty queen elizabeth ii - an eightieth birthday portrait,q
en2083,Q47451053,s
en2084,Q47454104,s
en2085,Q48032542,s
en2086,Q48091236,s
en2087,Q48226796,s
en2088,Q48404999,s
en2089,Q48553783,s
en2090,Q48741600,s
en2091,Q48842457,s
en2092,Q48843395,s
en2093,what games will be on nfl network this year,q
en2094,Q311425,s
en2095,who the first president of new mexico,q
en2096,what was the first beatles's album in usa,q
en2097,"what prime minister of japan from 2011 ended his position before december 26, 2012",q
en2098,Q10707,s
en2099,Q313711,s
en2100,who are zimbabwe's first two presidents,q
en2101,Q601491,s
en2102,first president of maldives,q
en2103,Q36858,s
en2104,what is the native language of champa,q
en2105,Q12559,s
en2106,what is located in the administrative territorial entity of villeurbanne that is start time is 1790-3-4,q
en2107,Q919,s
en2108,what dual administrative body of omsk began in 2011,q
en2109,"on september 17, 1986 for which position did hammer deroburt left",q
en2110,Q176455,s
en2111,what is spouse of antonio banderas that is start time is 1996-5-14,q
en2112,who was voted us president in feburary 1861,q
en2113,what is the applies to jurisdiction for the little prince has public domain date as 2005-1-1,q
en2114,Q5352166,s
en2115,Q9134365,s
en2116,which position did edward vii have that ended on 1910-5-6,q
en2117,Q3808317,s
en2118,who was the coach of the team with mascot named indianapolis colts blue in 2011,q
en2119,what is spouse of grover cleveland that is start time is 1886-6-2,q
en2120,Q472082,s
en2121,when and where was william shakespeare buried,q
en2122,what nationality has go seigen had since 1914-6-12,q
en2123,Q153978,s
en2124,what is educated at of dietrich bonhoeffer that is start time is 1923-0-0,q
en2125,which award if any was matthew mcconaughey nominated for in 2014,q
en2126,Q386772,s
en2127,what comet group does the great march comet of 1843 fall under,q
en2128,bach composed what works in 1749,q
en2129,Q45772,s
en2130,what actor who portrayed the character bully also played batman in 2012,q
en2131,Q7060409,s
en2132,what is educated at of john paul stevens that is end time is 1947-0-0,q
en2133,"which child of john adams died on february 23, 1848",q
en2134,Q15123969,s
en2135,who won the grammy for best new artist in 2014,q
en2136,what years did the sports team with the fight song renegade win the superbowl,q
en2137,"under guatemala's current system of government, what jurisdiction has the position title of member of the congress of guatemala",q
en2138,what are some sports which have been contested as official in both the 1912 summer olympics and the 2008 olympic games,q
en2139,Q3423322,s
en2140,who is partner of amy winehouse that has start time is 2010-1-1,q
en2141,Q765404,s
en2142,Q922379,s
en2143,what was dustin lance black nominated for in 2008,q
en2144,"which type of government, does the location, where the film, ""the alchemist of happiness"" occurs, have currently",q
en2145,what 2011 movie casted by debra zane did taylor lautner starred in,q
en2146,which united states president was in office while the country was at war with taiwan,q
en2147,Q1403789,s
en2148,what is the name of michael buble's first album,q
en2149,what is located in the administrative territorial entity of bristol that is end time is 1996-0-0,q
en2150,Q4835526,s
en2151,which prize was awarded to rajesh khanna in 1987,q
en2152,Q6323772,s
en2153,who is the current chief minister of tamilnadu,q
en2154,Q4710826,s
en2155,what award did ninette de valois receive in 1964,q
en2156,Q2042,s
en2157,who was the french leader in exile during world war 2,q
en2158,Q1022085,s
en2159,Q4585299,s
en2160,Q4586134,s
en2161,what years did the team with mascot named hooper win the championship,q
en2162,what is a team that plays in the miami metropolitan area who reggie bush played for in 2011,q
en2163,Q3100539,s
en2164,what was george washington's military rank between 1774 and 1796,q
en2165,Q11696,s
en2166,what role did theodore roosevelt occupy after william mckinley,q
en2167,Q104109,s
en2168,what is spouse of douglas fairbanks that is end time is 1936-1-10,q
en2169,Q25850408,s
en2170,who is the second women to climb the mount everest,q
en2171,Q178903,s
en2172,who was the first secretary of the treasury,q
en2173,what movie starring taylor lautner that was released on 2011-07-06,q
en2174,Q41044,s
en2175,what currency does russia use 2012,q
en2176,what year was the world series won by the team whose mascot is named rally,q
en2177,which secretary of state for andrew jackson died last,q
en2178,"in 1939, what country did marlene dietrich become a citizen of",q
en2179,Q166072,s
en2180,which was the award georges lemaitre receive in 1934-1-1,q
en2181,Q5497502,s
en2182,who was max aitken's replacement as the chancellor of the duch of lancaster,q
en2183,who is the first president winner in india,q
en2184,what is type of film of comes before of silent descent ep,q
en2185,Q84239,s
en2186,"when did pedro i's toddler princess januária of brazil die, and who used to be her mother",q
en2187,who are the current rulers where the government politics of denmark is located,q
en2188,in what years has the sports team whose team mascot is called the oriole bird gone to the world series,q
en2189,Q743309,s
en2190,the person who attended community college-maple woods played for what team in 2012,q
en2191,Q676125,s
en2192,what was eminems first album,q
en2193,Q49,s
en2194,what is publication date and place of publication of pac-man has publisher as midway games,q
en2195,Q4796784,s
en2196,what award did titanic receive in 1997,q
en2197,in 1930-1-1 3rd baron rayleigh john william strutt was nominated for what,q
en2198,Q5916495,s
en2199,"on 1st january 1937, who owner the houston chronicle",q
en2200,Q298347,s
en2201,who is jennifer lawrence boyfriend 2012,q
en2202,which award was given to rajesh khanna in the year 1987,q
en2203,"what is nomination received of david mitchell , that has 1st place medalist is kiran desai",q
en2204,Q1417,s
en2205,what is the replaces for vespasian has position held as roman emperor,q
en2206,Q2600170,s
en2207,what is located in the administrative territorial entity of astana that is start time is 1920-8-26,q
en2208,which team has a mascot named sir saint and included reggie bush as a teammate in 2011,q
en2209,what former secretary of state did george w. bush run against for his second term,q
en2210,Q38568,s
en2211,Q949997,s
en2212,how long was alessandro rosa vieira a member of the sports team in 2005,q
en2213,Q1061606,s
en2214,what is the followed by for rama has series as balabhadra,q
en2215,Q182462,s
en2216,who was the first female to win an academy award,q
en2217,Q1353724,s
en2218,who was the second governor of the colony in new south wales,q
en2219,Q2297543,s
en2220,what is the position held by david packard born at 1969-1-24,q
en2221,Q8612,s
en2222,who was us president during the 14 amendment,q
en2223,Q3954358,s
en2224,"what is position held of philip stanhope, 4th earl of chesterfield that is replaced by is thomas pelham-holles, 1st duke of newcastle-upon-tyne",q
en2225,Q83566,s
en2226,what relative or kinship is the first cousin once removed descending of salvador allende,q
en2227,who did abraham lincoln defeat in his presidential election in 1864,q
en2228,who was the forty fourth president of the us,q
en2229,Q4970706,s
en2230,Q58905315,s
en2231,what is position held of angela merkel and start time,q
en2232,Q1043,s
en2233,Q1335881,s
en2234,Q1606467,s
en2235,Q4547210,s
en2236,Q55068526,s
en2237,Q770126,s
en2238,who is considered to be the deciding person when it comes to crustaceans from the balanidae family,q
en2239,Q4273494,s
en2240,when did the team who plays in marlins park join the mlb,q
en2241,what is nominated for of svante august arrhenius that is point in time is 1912-1-1,q
en2242,Q1077056,s
en2243,what was chris brons first album,q
en2244,which super bowl was the most recent one to be won by a franchsie owner by a member of the rooney family,q
en2245,what is the chairperson of the international mathematical union that is end time 1978 - 0 - 0,q
en2246,Q153890,s
en2247,Q60060,s
en2248,when konrad lorenz has received as nobel prize in physiology or medicine,q
en2249,for which jean racine become a member of on 1672-12-5,q
en2250,Q26580,s
en2251,who is the current coach of the 2005-06 coppa italia champions,q
en2252,Q54383,s
en2253,what was the first space shuttle to fly into space,q
en2254,Q4345445,s
en2255,"what is the position elected in for robert gascoyne - cecil, 3rd marquess of salisbury held as member of the 18th parliament of the united kingdom",q
en2256,Q2841904,s
en2257,"what spot did charles g. dawes have authority over beginning april 16, 1929",q
en2258,Q223522,s
en2259,what football team does andy reid currently coach,q
en2260,who was the soviet leader during wwii that held his governmental position from the earliest,q
en2261,Q35236,s
en2262,what was the leader of the us during the great depression,q
en2263,Q352,s
en2264,who was a dictator of germany during world war 1 world war 2,q
en2265,Q907912,s
en2266,who is the environment and forest minister of india 2009,q
en2267,what is award received of cesária évora that is point time is 1997-0-0,q
en2268,what award was mahershalalhashbaz ali nominated for at the 89th academy awards,q
en2269,Q1352101,s
en2270,what year did dwayne wade came to the nba,q
en2271,who was the president of india during 1994,q
en2272,which sports team was founded after 1980 and had derek fisher on the roster in 2912,q
en2273,Q1068932,s
en2274,when did the champion of the 1996 intercontinental cup win the league,q
en2275,Q209459,s
en2276,what is award received of tran anh hung that is point in time is 1995-0-0,q
en2277,Q1132667,s
en2278,what year was allen iverson mvp,q
en2279,who was the first president married while you office,q
en2280,who is the current ruler of denmark that served in the socialist people's party,q
en2281,who was the first wife of mohammed,q
en2282,where was pays de la loire shares border with on 2015-12-31,q
en2283,who is the current leader of the country that has the supreme constitutional court of syria,q
en2284,Q1276203,s
en2285,what was the title of the first book dr. seuss wrote,q
en2286,when did the sports team that won the 1974 nba finals championship win their first championship,q
en2287,what is award received of rick barry that is point in time is 1974-0-0,q
en2288,Q107797,s
en2289,who was the editor in chief of die welt in 2000,q
en2290,when did mount vesuvius erupt for the first time,q
en2291,Q879,s
en2292,which chemical element is following selenium,q
en2293,Q235975,s
en2294,first female olympic athlete on wheaties box,q
en2295,Q267435,s
en2296,what was diggy simmons first song,q
en2297,Q727,s
en2298,what city with neighborhood named gouden reael did ann frank lived in before the war,q
en2299,which team that won the 1980 nba finals championship did derek fisher play for in 2012,q
en2300,who did nani play for in 2006,q
en2301,Q16574,s
en2302,led china in the second sino-japanese war,q
en2303,Q31945,s
en2304,Q34675,s
en2305,Q801,s
en2306,Q817,s
en2307,what site of the first gulf war has had a religious organization leading it since 1973,q
en2308,Q44185,s
en2309,what was michale jackson's second album,q
en2310,Q107432,s
en2311,Q175899,s
en2312,Q312692,s
en2313,Q49575,s
en2314,what is point in time and winner of charlie parker has award received as grammy hall of fame,q
en2315,the team that won the 2003 world series joined the mlb when,q
en2316,Q4631173,s
en2317,Q4632326,s
en2318,Q4632495,s
en2319,Q4632841,s
en2320,Q4635303,s
en2321,Q4635461,s
en2322,Q4637826,s
en2323,Q4638847,s
en2324,what statement did harold prince deliver when he received the tony award for best direction of a musical,q
en2325,Q1054714,s
en2326,who was in charge of the piedmont government that started on 2014-5-26,q
en2327,Q7559715,s
en2328,which album did ruff endz release in may 2002,q
en2329,Q565030,s
en2330,"what is the award hermann von helmholtz received on january 1st, 1866",q
en2331,Q1033016,s
en2332,Q122614,s
en2333,Q190994,s
en2334,Q28054,s
en2335,Q37459,s
en2336,what actresses nominated best actress of 2001,q
en2337,on what date did martin scorses receive his grammy award for best music film,q
en2338,Q1537996,s
en2339,what nominations did mary martin receive in 1967,q
en2340,Q1558697,s
en2341,which movie did john rubinstein star in in 1996,q
en2342,Q5260471,s
en2343,what is the stance mike tyson use when boxing,q
en2344,Q84,s
en2345,what was the residentce of lászló moholy-nagy in the end of 1937,q
en2346,Q1808301,s
en2347,what is nominated for of ole einar bjørndalen that is point in time is 2003-0-0,q
en2348,Q48894,s
en2349,as of 2006-12-5 what was frank bainimarama's position,q
en2350,Q21462723,s
en2351,which platform do customers use when planning a uber,q
en2352,Q161337,s
en2353,"which sports team, did the artist that recorded, shake da spot, first play for",q
en2354,where was the first gulf war fought,q
en2355,Q922698,s
en2356,what is member of sports team of dino zoff that is end time is 1964-1-1,q
en2357,what was the first satellite to maintain orbit around the earth in space,q
en2358,what is spouse of lynn margulis that is start time is 1957-6-16,q
en2359,Q119255,s
en2360,who was the governor in 2009 of the place with an official symbol of aquilegia caerulea,q
en2361,who was mali's first leader,q
en2362,what is country of citizenship of godfrey hounsfield that is end time is 1927-4-12,q
en2363,what are some sports which have been contested as official in both the 1912 summer olympics and the 2008 summer olympics,q
en2364,Q178683,s
en2365,who was the team captain of brazil in 2002,q
en2366,Q3182018,s
en2367,Q877524,s
en2368,how and where did william wallace die,q
en2369,Q7567073,s
en2370,Q796919,s
en2371,which was the election and end cause of enoch powell in the position as the member of the 49th parliament of the united kingdom,q
en2372,Q185667,s
en2373,Q986509,s
en2374,"on january 1st, 1983, ken thompson received what award",q
en2375,Q8016,s
en2376,who was the leader of britain during the battle of britain,q
en2377,Q1164506,s
en2378,what year did the actor who was in the film nba street series: vol 3 enter the nba,q
en2379,Q252924,s
en2380,ozzy osbourne's first job,q
en2381,what was werner heisenberg nominated for in 1929,q
en2382,Q270995,s
en2383,which 1970 fifa world cup championship team did ronaldinho play for in 2013,q
en2384,Q214438,s
en2385,who was the prime minister of australia in 1958,q
en2386,what was elvis's first film,q
en2387,Q212473,s
en2388,what is the third book of twilight series called,q
en2389,who is india first vice president,q
en2390,who was the first team to win at emirates,q
en2391,"in what year of the draft was the subject of the image ""brandon roy wizards"" drafted",q
en2392,"april the 7th, 1995 is the date known as the start of which violent event",q
en2393,Q1163715,s
en2394,Q1648980,s
en2395,Q1649727,s
en2396,Q3240605,s
en2397,Q3240607,s
en2398,Q3240611,s
en2399,Q3240612,s
en2400,Q936490,s
en2401,Q965808,s
en2402,what season prior to 10-05-1954 did jackie robinson play baseball,q
en2403,Q1526568,s
en2404,Q1983763,s
en2405,Q4295884,s
en2406,Q4295885,s
en2407,Q4572071,s
en2408,in what events that ended prior to 28 october 1981 did the dodgers win the world series,q
en2409,Q1534190,s
en2410,on 1-1-1958 which award was received by martin buber,q
en2411,"what was the team who the actor who was in the movie ""golden shoes"" played for in 2010",q
en2412,what year did the dallas cowboys win the super bowl,q
en2413,Q260378,s
en2414,who was the first women to run for president,q
en2415,Q215204,s
en2416,Q298945,s
en2417,Q333802,s
en2418,Q43974,s
en2419,the king of the franks after lothair i was,q
en2420,Q11237,s
en2421,who did gerald ford select as his vice president when he became president,q
en2422,Q12812,s
en2423,tell me the name of the twinned administrative body of avignon on the 4th september 1967,q
en2424,what is member of of jean racine that is start time is 1672-12-5,q
en2425,what team had a mascot named lucky the leprechaun and played in the 2010 nba finals,q
en2426,Q2246,s
en2427,Q649,s
en2428,what is the place of birth of the badminton player who is the bronze medalist of badminton at the 2012 summer olympics women's doubles,q
en2429,Q15502557,s
en2430,Q1791652,s
en2431,Q264400,s
en2432,Q7680787,s
en2433,"what is the name of the choreographer's husband, who choreographed slaughter on tenth avenue",q
en2434,Q126599,s
en2435,who played jacobs friends in the first twilight,q
en2436,Q242722,s
en2437,"who was steven seagal's spouse on september 5, 1987",q
en2438,Q123,s
en2439,Q5849,s
en2440,what is the season starts and the sport of rugby_world_cup,q
en2441,Q1458640,s
en2442,what is madonna's first uk number 1 single,q
en2443,who was the first female athlete to appear on the wheaties box,q
en2444,Q5986914,s
en2445,which book did katherine hannigan write in 2004,q
en2446,Q594446,s
en2447,what is utilization of dick cheney that's begin time 2001 - 6 -,q
en2448,for which award at the 80th academy awards was philip seymour hoffman nominated,q
en2449,what position did theodore roosevelt hold after william mckinley,q
en2450,Q5546356,s
en2451,"in 1946, who was doris day married to",q
en2452,Q2259259,s
en2453,what was the dave matthews bands first album,q
en2454,Q57429,s
en2455,who was the first president from dominican republic,q
en2456,Q699154,s
en2457,Q887003,s
en2458,which function chiang kai-shek holds and when did he select,q
en2459,what is the government of france for 2010,q
en2460,Q267842,s
en2461,"what award did joseph dalton hooker receive on january 1, 1885",q
en2462,what is had as last meal of jesus christ,q
en2463,what was gregory peck nominated for at the 18th academy awards,q
en2464,Q128543,s
en2465,Q128553,s
en2466,Q128563,s
en2467,who was the prime minister of canada in 1993,q
en2468,what years the steelers won the super bowl,q
en2469,Q7366343,s
en2470,who currently owns the sports team that play in the three rivers stadiumarena arena stadium,q
en2471,Q134068,s
en2472,"which politician that ended their government position the most recently, was the prime minister of pakistan in 1999",q
en2473,who currently rules denmark and also wrote the film the wild swans,q
en2474,Q7895881,s
en2475,what is educated at of william walker that is end time is 1838-0-0,q
en2476,Q908745,s
en2477,what is award received of marvin minsky that is point in time is 1990-0-0,q
en2478,Q627778,s
en2479,what is nominated for of maya angelou that is statement is subject of is 27th tony awards,q
en2480,"what position did hammer deroburt leave on september 17, 1986",q
en2481,Q295834,s
en2482,Q384352,s
en2483,Q437254,s
en2484,what is point in time and winner of martin scorsese has award received as honorary césar,q
en2485,what is country of inner mongolia that is start time is 1947-0-0,q
en2486,which country that uses the cfp franc was in the 1991 gulf war,q
en2487,what is nominated for of anthony quinn that is point in time is 1957-1-1,q
en2488,Q385378,s
en2489,what is the significant event held in the beginning of laser interferometer gravitational-wave observatory in 1994,q
en2490,which country was abolished in kirovohrad oblast in the year 1991,q
en2491,Q134211,s
en2492,"what is the field of this employment of employment of george bellew-bryan, 4th baron bellew",q
en2493,what is nominated for of juliette lewis that is statement is subject of is 64th academy awards,q
en2494,Q16985679,s
en2495,what is nominated for of arthur penn that is statement is subject of is 12th tony awards,q
en2496,Q273593,s
en2497,Q337480,s
en2498,Q337504,s
en2499,where did louise bourgeois graduate from in the year 1938,q
en2500,what english speaking person owns google 2012,q
en2501,Q169661,s
